Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC,eyespot
LOC112057762,mannose-6-phosphate isomerase,Mpi,435.2978864,-0.338863723,0.004936128,0.338863723,NA
LOC112051077,TNF receptor-associated factor 4 isoform X4,Traf4,290.8006191,0.692758329,0.004955991,-0.692758329,NA
LOC112057117,kielin/chordin-like protein isoform X1,CG5639,385.2182125,-0.891726804,0.004988899,0.891726804,NA
LOC112050411,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like",SdhC,969.3101904,0.437211552,0.004989246,-0.437211552,NA
LOC112056035,GRIP domain-containing protein RUD3-like,LOC112056035,432.307707,-0.749075785,0.005062315,0.749075785,NA
LOC112047433,ATP-dependent RNA helicase p62-like,CG10077,1598.078848,-0.517649944,0.005095808,0.517649944,NA
LOC112052888,poly(U)-specific endoribonuclease homolog,CG2145,780.2167405,-0.581413442,0.005101752,0.581413442,NA
LOC112053002,polymerase delta-interacting protein 3-like,POLDIP3,1366.652807,-0.204459695,0.005115621,0.204459695,NA
LOC112048784,inactive peptidyl-prolyl cis-trans isomerase shutdown-like,shu,179.4565762,0.530779471,0.005136224,-0.530779471,NA
LOC112051150,homeobox protein PKNOX2-like isoform X1,hth,364.3343416,0.322054456,0.00514986,-0.322054456,NA
LOC112058401,replication stress response regulator SDE2,CG5986,1476.476286,-0.242539924,0.005194156,0.242539924,NA
LOC112058556,"transcription termination factor 3, mitochondrial",mTerf3,259.7132835,0.432505537,0.005247542,-0.432505537,NA
LOC112043681,NA,NA,161.7588319,0.70181223,0.005263869,-0.70181223,NA
LOC112058016,protein tamozhennic,tamo,274.769927,0.362572313,0.005263869,-0.362572313,NA
LOC112042958,DNA polymerase alpha catalytic subunit,DNApol-alpha180,1622.758538,-0.380213771,0.005334242,0.380213771,NA
LOC112052757,fasciclin-1 isoform X3,Fas1,1394.868288,-0.325200019,0.005340825,0.325200019,eyespot_down
LOC112055941,nucleolar complex protein 4 homolog B,CG2875,695.7610575,0.499882954,0.005358329,-0.499882954,NA
LOC112058088,actin-related protein 2,Arp2,1677.325112,-0.221005635,0.005406582,0.221005635,NA
LOC112058123,general transcription factor IIF subunit 1,TfIIFalpha,1924.732151,-0.246324051,0.005440458,0.246324051,NA
LOC112045937,uncharacterized protein LOC112045937,CG46319,239.8026789,0.455768708,0.005498057,-0.455768708,NA
LOC112058377,sodium/potassium-transporting ATPase subunit alpha isoform X5,Atpalpha,10489.69157,0.170691796,0.005565555,-0.170691796,NA
LOC112046430,serine/threonine-protein phosphatase 5,PpD3,1191.681628,0.383271005,0.005577587,-0.383271005,NA
LOC112053833,uncharacterized protein LOC112053833,LOC112053833,50.6812784,1.52095989,0.005579165,-1.52095989,NA
LOC112052467,selenoprotein F,CG7484,1857.859907,0.204564518,0.005580307,-0.204564518,NA
LOC112052799,serine/threonine-protein kinase SMG1,nonC,1944.773082,-0.222373033,0.005580307,0.222373033,NA
LOC112045361,arginyl-tRNA--protein transferase 1,Ate1,583.9644757,0.282421565,0.005592186,-0.282421565,NA
LOC112047292,OWR49408.1 putative sinuous,sinu,2234.5075,-0.636245101,0.005592186,0.636245101,NA
LOC112048428,phosphatidylinositol transfer protein alpha isoform,vib,2833.002531,-0.315627696,0.005592186,0.315627696,NA
LOC112050094,uncharacterized protein LOC112050094,LOC112050094,18.3653018,1.684444166,0.005592186,-1.684444166,NA
LOC112052403,protein NDUFAF4 homolog,CG11722,471.475541,-0.489447912,0.005592186,0.489447912,NA
LOC112052916,NA,NA,4489.29759,0.725808196,0.005592186,-0.725808196,NA
LOC112053305,general transcription factor IIE subunit 1,TfIIEalpha,626.9405924,-0.421372498,0.005592186,0.421372498,eyespot_down
LOC112056128,hypoxia up-regulated protein 1,CG2918,11014.3174,0.169055102,0.005592186,-0.169055102,NA
LOC112044984,"protein kinase C, brain isozyme",Pkc53E,171.4862438,0.662627145,0.005594819,-0.662627145,NA
LOC112045199,peroxisomal targeting signal 2 receptor,Pex7,543.9913332,0.359112382,0.00566223,-0.359112382,NA
LOC112051872,G2/mitotic-specific cyclin-B3 isoform X1,CycB3,1187.277116,-0.639462044,0.00567034,0.639462044,NA
LOC112053428,sentrin-specific protease 8,Den1,120.9740232,-0.565475955,0.00567034,0.565475955,NA
LOC112045772,"glutenin, high molecular weight subunit 12-like",Cpr67B,7619.349315,-0.373703297,0.005677325,0.373703297,NA
LOC112053424,zinc finger and BTB domain-containing protein 18-like,LOC112053424,2100.956081,-0.266024742,0.005677325,0.266024742,NA
LOC112045640,decapping and exoribonuclease protein-like,LOC112045640,527.8982125,-0.484144606,0.005690814,0.484144606,NA
LOC112048373,protein shifted isoform X1,shf,7955.302688,0.225874636,0.005693572,-0.225874636,NA
LOC112054337,endochitinase-like isoform X1,Cht5,83148.48245,1.310308303,0.005705082,-1.310308303,NA
LOC112048416,zinc finger protein 391-like,klu,545.3492491,0.640949329,0.005716264,-0.640949329,NA
LOC112052443,ejaculatory bulb-specific protein 3-like,LOC112052443,434.9171561,0.651875454,0.005716264,-0.651875454,NA
LOC112058517,"solute carrier family 2, facilitated glucose transporter member 1-like",Glut1-,3006.936367,-0.432680159,0.005729954,0.432680159,NA
LOC112052942,arrestin homolog,Arr1,76.42669979,0.85596904,0.005758873,-0.85596904,NA
LOC112045334,SET and MYND domain-containing protein 4,Smyd4-4,983.0152703,0.466229281,0.005767586,-0.466229281,NA
LOC112050816,"histone H2A, sperm-like",His2A:CG31618,2369.837887,-0.328815431,0.005780136,0.328815431,NA
LOC112055658,thyroid receptor-interacting protein 11-like,Gmap,1003.552005,0.224529028,0.005781677,-0.224529028,NA
LOC112045979,"protein PTCD3 homolog, mitochondrial",CG4679,1800.525266,-0.296734204,0.005796095,0.296734204,NA
LOC112057616,Helicase domino,dom,752.6744195,-0.293772625,0.005801843,0.293772625,NA
LOC112048777,igLON family member 5,klg,51.07366702,1.649393558,0.005806103,-1.649393558,NA
LOC112056919,probable nuclear hormone receptor HR3 isoform X2,Hr46,32824.30242,0.484599126,0.005806103,-0.484599126,NA
LOC112044591,fumarylacetoacetase,Faa,1294.349838,-0.521751971,0.005821063,0.521751971,eyespot_down
LOC112046185,transmembrane protein 47 isoform X2,CG45049,345.3521026,0.351667822,0.005846948,-0.351667822,NA
LOC112046615,zinc finger protein 271-like,LOC112046615,197.0049287,0.434201366,0.005872386,-0.434201366,NA
LOC112052551,pollen-specific leucine-rich repeat extensin-like protein 1,TwdlE,28.98991396,-1.370787238,0.005876324,1.370787238,NA
LOC112049907,cilia- and flagella-associated protein 20,Bug22,797.0246391,0.273015581,0.005921904,-0.273015581,NA
LOC112053066,mitochondrial pyruvate carrier 2-like isoform X2,CG9399,1277.836093,0.391766751,0.005934259,-0.391766751,NA
LOC112050908,putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1,LOC112050908,948.4813497,-0.314784071,0.005959218,0.314784071,NA
LOC112053058,atrial natriuretic peptide receptor 1-like isoform X1,CG31183,179.07826,-0.763464488,0.006003706,0.763464488,NA
LOC112050840,SH3 domain-containing kinase-binding protein 1-like isoform X1,cindr,793.6666013,0.337645254,0.006006678,-0.337645254,NA
LOC112046656,Breast carcinoma-amplified sequence 3-like,rudhira,527.3418118,0.352957099,0.006026484,-0.352957099,eyespot_up
LOC112058371,protein pellino,Pli,638.9264031,0.28028257,0.006057788,-0.28028257,NA
LOC112052052,cadherin-86C,Cad86C,312.5892707,0.457334158,0.006113024,-0.457334158,NA
LOC112047149,uncharacterized protein LOC112047149,LOC112047149,8.469138999,3.622587494,0.006143482,-3.622587494,NA
LOC112050849,ragulator complex protein LAMTOR3 homolog,CG5110,808.8357039,-0.253147144,0.006162975,0.253147144,NA
LOC112054591,homeobox protein homothorax isoform X1,hth,1336.896606,-0.263722918,0.006162989,0.263722918,NA
LOC112056596,activin receptor type-1 isoform X1,sax,556.4555155,0.453295116,0.006162989,-0.453295116,NA
LOC112049489,tumor necrosis factor alpha-induced protein 8-like protein,sigmar,695.1263289,0.684021373,0.006232656,-0.684021373,NA
LOC112053523,mitochondrial ornithine transporter 1,CG1628,347.4337526,0.556475344,0.006257693,-0.556475344,NA
LOC112042966,DNA replication licensing factor Mcm7,Mcm7,2880.785937,-0.449815242,0.006257948,0.449815242,NA
LOC112043498,---NA---,LOC112043498,290.0760975,0.451813028,0.006260467,-0.451813028,NA
LOC112051178,NA,NA,21.65064601,1.603236636,0.006260467,-1.603236636,NA
LOC112049293,nucleolar protein 6,Mat89Ba,3246.123749,-0.16802116,0.006271092,0.16802116,NA
LOC112051094,"39S ribosomal protein L15, mitochondrial",mRpL15,890.6437524,-0.223063237,0.006310669,0.223063237,NA
LOC112055399,dihydropteridine reductase,Dhpr,3113.589868,-0.497609385,0.006327891,0.497609385,NA
LOC112052534,Golgi reassembly-stacking protein 2,Grasp65,2292.543391,0.304177641,0.006347485,-0.304177641,NA
LOC112053048,leucine-rich melanocyte differentiation-associated protein-like,LOC112053048,248.621128,0.41205963,0.006352018,-0.41205963,NA
LOC112050030,NA,NA,121.5621798,-0.835660802,0.006353751,0.835660802,NA
LOC112048596,putative inorganic phosphate cotransporter isoform X2,dmGlut,665.3677579,-0.500168517,0.006366227,0.500168517,eyespot_up
LOC112047632,remodeling and spacing factor 1,CG8677,4193.092332,0.240446531,0.006404762,-0.240446531,NA
LOC112045959,RNA polymerase II transcriptional coactivator,Ssb-c31a,2379.699952,-0.446707857,0.006414519,0.446707857,NA
LOC112055051,myosin heavy chain 95F isoform X1,Myo6,1875.410731,-0.307620208,0.006421063,0.307620208,NA
LOC112057972,carboxypeptidase B-like,CG8560,1304.433357,0.55697866,0.00642184,-0.55697866,NA
LOC112043682,myosin-2 essential light chain isoform X1,Mlc-c,22727.77916,0.670524258,0.006459376,-0.670524258,NA
LOC112046569,zinc finger homeobox protein 3 isoform X2,zfh2,4242.798616,-0.239055072,0.006513118,0.239055072,NA
LOC112054361,actin-related protein 3,Arp3,3349.711125,-0.220261282,0.006572603,0.220261282,NA
LOC112055611,Protein Dok-7,LOC112055611,13.66237506,-1.834108457,0.006579258,1.834108457,NA
LOC112052258,protein SDA1 homolog,Mys45A,3747.780423,-0.152569849,0.006629281,0.152569849,NA
LOC112053639,NA,NA,438.9047029,0.382208254,0.006629281,-0.382208254,NA
LOC112056388,Cation-dependent mannose-6-phosphate receptor,LOC112056388,937.7070616,0.53481545,0.006639241,-0.53481545,NA
LOC112058144,protein vein isoform X2,LOC112058144,742.1060366,0.372073482,0.006642948,-0.372073482,NA
LOC112053949,delta-sarcoglycan-like,Scgdelta,84.69184463,1.760150441,0.006646386,-1.760150441,NA
LOC112045586,integrator complex subunit 12,LOC112045586,463.9786817,-0.53183625,0.006654009,0.53183625,NA
LOC112052202,uncharacterized protein LOC112052202 isoform X1,LOC112052202,1383.687199,-0.289593511,0.006654009,0.289593511,NA
LOC112053858,3-hydroxyacyl-CoA dehydrogenase type-2-like,scu,521.666678,-0.312923408,0.006654009,0.312923408,NA
LOC112054363,dedicator of cytokinesis protein 1,mbc,786.193281,-0.313434071,0.006659777,0.313434071,NA
LOC112043689,peroxisomal membrane protein 2,CG7970,1411.693607,-0.217841486,0.006710574,0.217841486,NA
LOC112057661,uncharacterized protein LOC112057661,CG16711,273.5344696,-0.523210776,0.006710574,0.523210776,NA
LOC112051080,lysine-specific demethylase 6A isoform X1,Utx,1315.959617,-0.424501202,0.006724193,0.424501202,NA
LOC112042868,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho,wuho,818.1761713,-0.293289361,0.006797261,0.293289361,NA
LOC112045332,"homogentisate 1,2-dioxygenase",hgo,63.00833694,-0.89222259,0.006797261,0.89222259,eyespot_down
LOC112044995,protein bowel,bowl,2495.683547,0.181050891,0.006808429,-0.181050891,eyespot_up
LOC112042938,uncharacterized protein LOC112042938 isoform X1,LOC112042938,221.3060051,-0.877722309,0.006826537,0.877722309,NA
LOC112047892,protein lifeguard 1-like isoform X2,Nmda1,1220.711204,0.210592035,0.006845027,-0.210592035,NA
LOC112049325,sodium/potassium-transporting ATPase subunit beta-2-like,nrv3,37.40513192,1.130287002,0.006855258,-1.130287002,NA
LOC112049637,zinc finger protein 761-like,LOC112049637,883.8788382,0.323642782,0.006855258,-0.323642782,NA
LOC112050393,dual specificity tyrosine-phosphorylation-regulated kinase 2,Dyrk3,218.4851707,0.566359411,0.006859933,-0.566359411,NA
LOC112055262,nucleolar protein dao-5 isoform X1,LOC112055262,23643.06478,-0.577401505,0.006865715,0.577401505,NA
LOC112056517,"cytochrome c oxidase subunit 6A1, mitochondrial-like",levy,3617.113844,0.250976792,0.006892997,-0.250976792,NA
LOC112049937,"glucose dehydrogenase [FAD, quinone]",CG9518,12.58346695,1.76823358,0.006899944,-1.76823358,NA
LOC112058335,cadherin-86C,Cad86C,1817.019481,0.360651185,0.00691284,-0.360651185,eyespot_up
LOC112053126,very-long-chain 3-oxoacyl-CoA reductase,spidey,197.4895612,0.505833299,0.006917614,-0.505833299,NA
LOC112042985,protein held out wings isoform X5,how,7536.064162,0.369699249,0.006939871,-0.369699249,NA
LOC112049436,uncharacterized protein LOC112049436,CG14223,1158.446588,0.32663409,0.006978469,-0.32663409,NA
LOC112049990,histone deacetylase 8-like isoform X1,HDAC3,632.1812077,-0.563898012,0.007001772,0.563898012,NA
LOC112054627,zinc finger protein 260-like isoform X2,LOC112054627,220.4824281,0.535378383,0.007004835,-0.535378383,NA
LOC112058455,zinc finger protein 311-like,LOC112058455,204.54318,-0.394012983,0.007012025,0.394012983,NA
LOC112055316,eukaryotic translation initiation factor 3 subunit I,Trip1,9229.594358,-0.236504524,0.007014389,0.236504524,NA
LOC112046260,tolloid-like protein 1,tok,506.1599114,-0.765604517,0.00705612,0.765604517,NA
LOC112055605,"glucose dehydrogenase [FAD, quinone]-like",CG9518,295.3780228,1.806553417,0.007095102,-1.806553417,eyespot_down
LOC112044032,LOW QUALITY PROTEIN: uncharacterized protein LOC112044032,CG13842,49.15127441,-1.000351312,0.007095594,1.000351312,NA
LOC112046176,threonine aspartase 1,Tasp1,359.5880078,-0.408345127,0.007096209,0.408345127,NA
LOC112048951,venom allergen 5-like,CG8483,693.8857727,0.750625183,0.007107515,-0.750625183,NA
LOC112055304,probable ATP-dependent RNA helicase DDX43,CG7878,1053.676413,-0.667222831,0.007107515,0.667222831,NA
LOC112043215,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like",Cox4I1,4622.362788,0.295850187,0.007116497,-0.295850187,NA
LOC112049884,OWR43393.1 putative transcription factor,LOC112049884,304.6812291,0.335792323,0.007116497,-0.335792323,NA
LOC112045838,titin homolog,Strn-Mlck,853.8145533,0.410488368,0.007119279,-0.410488368,NA
LOC112048854,uncharacterized protein LOC112048854 isoform X1,LOC112048854,240.6493416,-8.258071599,0.0071312,8.258071599,NA
LOC112053912,uncharacterized protein LOC112045769,LOC112053912,243.7547494,0.600116008,0.007139293,-0.600116008,NA
LOC112055543,lipoma HMGIC fusion partner-like 2 protein,LOC112055543,706.5037462,0.32104952,0.007139293,-0.32104952,NA
LOC112058403,syntaxin-16,Syx16,359.3925181,0.34784159,0.007145668,-0.34784159,NA
LOC112043133,actin cytoskeleton-regulatory complex protein pan1,Mrtf,874.2611712,0.385909642,0.007170223,-0.385909642,NA
LOC112045111,uncharacterized protein LOC112045111,toc,2259.839093,-0.394591703,0.007175183,0.394591703,NA
LOC112051370,uncharacterized protein LOC112051370,LOC112051370,37.21753914,-2.04338681,0.00718458,2.04338681,NA
LOC112058325,dihydropyrimidinase isoform X2,CRMP,791.9640192,-0.352438557,0.007185563,0.352438557,NA
LOC112046041,40S ribosomal protein S10,RpS10b,35476.31308,0.260151629,0.007273387,-0.260151629,NA
LOC112050028,carnosine N-methyltransferase,CG11596,674.5340047,0.825134373,0.007288835,-0.825134373,NA
LOC112053564,nuclear factor NF-kappa-B p110 subunit,Rel,1417.17249,0.295655113,0.007311286,-0.295655113,NA
LOC112047911,synaptic vesicle glycoprotein 2B-like,CG15221,2367.807276,-0.73708182,0.007312507,0.73708182,NA
LOC112047162,cartilage oligomeric matrix protein,Tsp,930.4480342,1.105204164,0.007324029,-1.105204164,NA
LOC112052230,small nuclear ribonucleoprotein-associated protein B,SmB,11062.45757,-0.146396883,0.00738077,0.146396883,NA
LOC112051407,uncharacterized protein LOC112051407 isoform X1,LOC112051407,180.2587644,-0.535567657,0.007392783,0.535567657,NA
LOC112054543,eukaryotic translation initiation factor 3 subunit G,eIF3-S4,9269.643844,0.22460326,0.007392783,-0.22460326,NA
LOC112046089,ras-related protein Rab-4B,Rab4,489.7972556,0.333935544,0.007423645,-0.333935544,NA
LOC112051067,regulator of nonsense transcripts 3B isoform X2,Upf3,1435.911,-0.349665225,0.007452715,0.349665225,NA
LOC112056425,zinc finger protein 37-like,LOC112056425,962.350494,0.278936513,0.007452715,-0.278936513,NA
LOC112045516,uncharacterized protein LOC112045516,LOC112045516,663.9983732,-0.745484606,0.007467082,0.745484606,NA
LOC112044392,pre-mRNA-splicing factor 38,Prp38,764.9859214,-0.349391763,0.007486017,0.349391763,eyespot_down
LOC112051320,tetra-peptide repeat homeobox protein 1-like,LOC112051320,325.8120119,2.675006076,0.007494205,-2.675006076,eyespot_down
LOC112052494,alpha-tocopherol transfer protein-like,LOC112052494,10.24255511,-1.838494776,0.007549167,1.838494776,NA
LOC112050719,translation machinery-associated protein 16 homolog,CG15027,400.2286994,-0.374207788,0.007565985,0.374207788,NA
LOC112048964,polypeptide N-acetylgalactosaminyltransferase 3-like,pgant3,404.4465744,-0.409206375,0.007572482,0.409206375,NA
LOC112049614,endocuticle structural glycoprotein SgAbd-8-like,Cpr49Ah,21.48082219,1.871395757,0.007578162,-1.871395757,eyespot_down
LOC112053195,esterase AGAP003155,CG5412,1352.724713,-0.182635724,0.007579927,0.182635724,NA
LOC112046680,V-type proton ATPase subunit D,Vha36-1,2138.577758,-0.308596922,0.007605438,0.308596922,NA
LOC112049977,ubinuclein-1 isoform X1,yem,868.8745844,-0.360180262,0.007614386,0.360180262,NA
LOC112051640,general transcriptional corepressor trfA-like,LOC112051640,5535.471293,-0.163816981,0.007614386,0.163816981,NA
LOC112047347,UDP-glucuronosyltransferase-like isoform X1,Ugt302K1,119.6375836,1.582654265,0.007626539,-1.582654265,NA
LOC112048457,mitochondrial genome maintenance exonuclease 1-like,LOC112048457,814.6285214,-0.618109169,0.007626539,0.618109169,NA
LOC112047100,NA,NA,948.1911987,-0.881289697,0.007629235,0.881289697,NA
LOC112044364,uncharacterized protein LOC112044364 isoform X1,CG44153,645.8080664,-0.75680937,0.00775001,0.75680937,NA
LOC112047935,chromobox protein homolog 5-like,Su(var)205,2643.397367,0.184289243,0.007752382,-0.184289243,NA
LOC112052946,serine/arginine repetitive matrix protein 1-like,LOC112052946,1230.364505,-0.345307929,0.007823575,0.345307929,eyespot_up
